section,centrality,in_degree
Implementation Examples,0.02310924369747899,1
Integration Strategies,0.3131652661064426,2
Project Templates,0.2714985994397759,1
Code Examples,0.26939775910364144,1
Load historical data,0.267296918767507,1
Split data into training and testing sets,0.26519607843137255,1
Train a linear regression model,0.2630952380952381,1
Make predictions on the test set,0.2609943977591036,1
Integrate with WMS/TMS software,0.25889355742296916,1
Evaluation Methods,0.2567927170868347,1
Success Metrics,0.25469187675070026,1
Advanced Topics,0.2525910364145658,1
Cutting-Edge Research Relevant to Domain,0.25049019607843137,1
Future Opportunities,0.2483893557422969,1
Research Directions,0.24628851540616245,1
Collaboration Possibilities,0.244187675070028,1
Resources for Further Learning,0.24208683473389353,1
Practical Implementation,0.23998599439775908,1
Step-by-Step Guide,0.23788515406162464,1
Theoretical Depth,0.2357843137254902,1
Free Energy Principle,0.23368347338935572,1
Key Concepts,0.4374649859943977,2
Predictive Coding,0.3152310924369748,2
Key Concepts,0.4374649859943977,2
Cross-Domain Connections,0.3188375350140056,1
Integration with IoT Devices,0.31673669467787113,1
Social Learning in Logistics,0.3146358543417367,1
Implications and Future Directions,0.31253501400560224,1
Implications for Logistics,0.31043417366946774,1
Future Research Directions,0.3083333333333333,1
Conclusion,0.37303921568627446,2
Further Reading,0.37093837535014,1
References,0.03249299719887955,1
Learning Pathways,0.02457983193277311,1
Beginner's Path,0.016526610644257703,1
Intermediate Path,0.008333333333333333,1
Advanced Path,0.0,1
